Height (m)  50th percentile dynamic pressure (Pa)  84th percentile dynamic pressure (Pa)  16th percentile dynamic pressure (Pa)
   86.050              0.6622E+03                             0.1552E+04                             0.2385E+03
   86.060              0.6622E+03                             0.1552E+04                             0.2385E+03
   86.070              0.6622E+03                             0.1552E+04                             0.2385E+03
   86.080              0.6622E+03                             0.1552E+04                             0.2385E+03
   86.090              0.6623E+03                             0.1552E+04                             0.2385E+03
   86.100              0.6623E+03                             0.1552E+04                             0.2385E+03
   86.110              0.6623E+03                             0.1552E+04                             0.2385E+03
   86.120              0.6623E+03                             0.1552E+04                             0.2385E+03
   86.130              0.6623E+03                             0.1552E+04                             0.2385E+03
   86.140              0.6623E+03                             0.1552E+04                             0.2385E+03
   86.150              0.6623E+03                             0.1552E+04                             0.2385E+03
   86.160              0.6623E+03                             0.1552E+04                             0.2385E+03
   86.170              0.6623E+03                             0.1552E+04                             0.2385E+03
   86.180              0.6624E+03                             0.1552E+04                             0.2385E+03
   86.190              0.6624E+03                             0.1552E+04                             0.2385E+03
   86.200              0.6624E+03                             0.1552E+04                             0.2386E+03
   86.210              0.6624E+03                             0.1552E+04                             0.2386E+03
   86.220              0.6624E+03                             0.1553E+04                             0.2386E+03
   86.230              0.6624E+03                             0.1553E+04                             0.2386E+03
   86.240              0.6624E+03                             0.1553E+04                             0.2386E+03
   86.250              0.6624E+03                             0.1553E+04                             0.2386E+03
   86.260              0.6625E+03                             0.1553E+04                             0.2386E+03
   86.270              0.6625E+03                             0.1553E+04                             0.2386E+03
   86.280              0.6625E+03                             0.1553E+04                             0.2386E+03
   86.290              0.6625E+03                             0.1553E+04                             0.2386E+03
   86.300              0.6625E+03                             0.1553E+04                             0.2386E+03
   86.310              0.6625E+03                             0.1553E+04                             0.2386E+03
   86.320              0.6625E+03                             0.1553E+04                             0.2386E+03
   86.330              0.6625E+03                             0.1553E+04                             0.2386E+03
   86.340              0.6626E+03                             0.1553E+04                             0.2386E+03
   86.350              0.6626E+03                             0.1553E+04                             0.2386E+03
   86.360              0.6626E+03                             0.1553E+04                             0.2386E+03
   86.370              0.6626E+03                             0.1553E+04                             0.2386E+03
   86.380              0.6626E+03                             0.1553E+04                             0.2386E+03
   86.390              0.6626E+03                             0.1553E+04                             0.2386E+03
   86.400              0.6626E+03                             0.1553E+04                             0.2386E+03
   86.410              0.6626E+03                             0.1553E+04                             0.2386E+03
   86.420              0.6627E+03                             0.1553E+04                             0.2387E+03
   86.430              0.6627E+03                             0.1553E+04                             0.2387E+03
   86.440              0.6627E+03                             0.1553E+04                             0.2387E+03
   86.450              0.6627E+03                             0.1553E+04                             0.2387E+03
   86.460              0.6627E+03                             0.1553E+04                             0.2387E+03
   86.470              0.6627E+03                             0.1553E+04                             0.2387E+03
   86.480              0.6627E+03                             0.1553E+04                             0.2387E+03
   86.490              0.6627E+03                             0.1553E+04                             0.2387E+03
   86.500              0.6628E+03                             0.1553E+04                             0.2387E+03
   86.510              0.6628E+03                             0.1553E+04                             0.2387E+03
   86.520              0.6628E+03                             0.1553E+04                             0.2387E+03
   86.530              0.6628E+03                             0.1553E+04                             0.2387E+03
   86.540              0.6628E+03                             0.1553E+04                             0.2387E+03
   86.550              0.6628E+03                             0.1553E+04                             0.2387E+03
   86.560              0.6628E+03                             0.1554E+04                             0.2387E+03
   86.570              0.6628E+03                             0.1554E+04                             0.2387E+03
   86.580              0.6629E+03                             0.1554E+04                             0.2387E+03
   86.590              0.6629E+03                             0.1554E+04                             0.2387E+03
   86.600              0.6629E+03                             0.1554E+04                             0.2387E+03
   86.610              0.6629E+03                             0.1554E+04                             0.2387E+03
   86.620              0.6629E+03                             0.1554E+04                             0.2387E+03
   86.630              0.6629E+03                             0.1554E+04                             0.2387E+03
   86.640              0.6629E+03                             0.1554E+04                             0.2387E+03
   86.650              0.6629E+03                             0.1554E+04                             0.2388E+03
   86.660              0.6629E+03                             0.1554E+04                             0.2388E+03
   86.670              0.6630E+03                             0.1554E+04                             0.2388E+03
   86.680              0.6630E+03                             0.1554E+04                             0.2388E+03
   86.690              0.6630E+03                             0.1554E+04                             0.2388E+03
   86.700              0.6630E+03                             0.1554E+04                             0.2388E+03
   86.710              0.6630E+03                             0.1554E+04                             0.2388E+03
   86.720              0.6630E+03                             0.1554E+04                             0.2388E+03
   86.730              0.6630E+03                             0.1554E+04                             0.2388E+03
   86.740              0.6630E+03                             0.1554E+04                             0.2388E+03
   86.750              0.6631E+03                             0.1554E+04                             0.2388E+03
   86.760              0.6631E+03                             0.1554E+04                             0.2388E+03
   86.770              0.6631E+03                             0.1554E+04                             0.2388E+03
   86.780              0.6631E+03                             0.1554E+04                             0.2388E+03
   86.790              0.6631E+03                             0.1554E+04                             0.2388E+03
   86.800              0.6631E+03                             0.1554E+04                             0.2388E+03
   86.810              0.6631E+03                             0.1554E+04                             0.2388E+03
   86.820              0.6631E+03                             0.1554E+04                             0.2388E+03
   86.830              0.6632E+03                             0.1554E+04                             0.2388E+03
   86.840              0.6632E+03                             0.1554E+04                             0.2388E+03
   86.850              0.6632E+03                             0.1554E+04                             0.2388E+03
   86.860              0.6632E+03                             0.1554E+04                             0.2388E+03
   86.870              0.6632E+03                             0.1554E+04                             0.2388E+03
   86.880              0.6632E+03                             0.1554E+04                             0.2389E+03
   86.890              0.6632E+03                             0.1554E+04                             0.2389E+03
   86.900              0.6632E+03                             0.1554E+04                             0.2389E+03
   86.910              0.6633E+03                             0.1555E+04                             0.2389E+03
   86.920              0.6633E+03                             0.1555E+04                             0.2389E+03
   86.930              0.6633E+03                             0.1555E+04                             0.2389E+03
   86.940              0.6633E+03                             0.1555E+04                             0.2389E+03
   86.950              0.6633E+03                             0.1555E+04                             0.2389E+03
   86.960              0.6633E+03                             0.1555E+04                             0.2389E+03
   86.970              0.6633E+03                             0.1555E+04                             0.2389E+03
   86.980              0.6633E+03                             0.1555E+04                             0.2389E+03
   86.990              0.6633E+03                             0.1555E+04                             0.2389E+03
   87.000              0.6634E+03                             0.1555E+04                             0.2389E+03
   87.010              0.6634E+03                             0.1555E+04                             0.2389E+03
   87.020              0.6634E+03                             0.1555E+04                             0.2389E+03
   87.030              0.6634E+03                             0.1555E+04                             0.2389E+03
   87.040              0.6634E+03                             0.1555E+04                             0.2389E+03
   87.050              0.6634E+03                             0.1555E+04                             0.2389E+03
   87.060              0.6634E+03                             0.1555E+04                             0.2389E+03
   87.070              0.6634E+03                             0.1555E+04                             0.2389E+03
   87.080              0.6635E+03                             0.1555E+04                             0.2389E+03
   87.090              0.6635E+03                             0.1555E+04                             0.2389E+03
   87.100              0.6635E+03                             0.1555E+04                             0.2389E+03
   87.110              0.6635E+03                             0.1555E+04                             0.2390E+03
   87.120              0.6635E+03                             0.1555E+04                             0.2390E+03
   87.130              0.6635E+03                             0.1555E+04                             0.2390E+03
   87.140              0.6635E+03                             0.1555E+04                             0.2390E+03
   87.150              0.6635E+03                             0.1555E+04                             0.2390E+03
   87.160              0.6636E+03                             0.1555E+04                             0.2390E+03
   87.170              0.6636E+03                             0.1555E+04                             0.2390E+03
   87.180              0.6636E+03                             0.1555E+04                             0.2390E+03
   87.190              0.6636E+03                             0.1555E+04                             0.2390E+03
   87.200              0.6636E+03                             0.1555E+04                             0.2390E+03
   87.210              0.6636E+03                             0.1555E+04                             0.2390E+03
   87.220              0.6636E+03                             0.1555E+04                             0.2390E+03
   87.230              0.6636E+03                             0.1555E+04                             0.2390E+03
   87.240              0.6637E+03                             0.1555E+04                             0.2390E+03
   87.250              0.6637E+03                             0.1555E+04                             0.2390E+03
   87.260              0.6637E+03                             0.1555E+04                             0.2390E+03
   87.270              0.6637E+03                             0.1556E+04                             0.2390E+03
   87.280              0.6637E+03                             0.1556E+04                             0.2390E+03
   87.290              0.6637E+03                             0.1556E+04                             0.2390E+03
   87.300              0.6637E+03                             0.1556E+04                             0.2390E+03
   87.310              0.6637E+03                             0.1556E+04                             0.2390E+03
   87.320              0.6637E+03                             0.1556E+04                             0.2390E+03
   87.330              0.6638E+03                             0.1556E+04                             0.2390E+03
   87.340              0.6638E+03                             0.1556E+04                             0.2391E+03
   87.350              0.6638E+03                             0.1556E+04                             0.2391E+03
   87.360              0.6638E+03                             0.1556E+04                             0.2391E+03
   87.370              0.6638E+03                             0.1556E+04                             0.2391E+03
   87.380              0.6638E+03                             0.1556E+04                             0.2391E+03
   87.390              0.6638E+03                             0.1556E+04                             0.2391E+03
   87.400              0.6638E+03                             0.1556E+04                             0.2391E+03
   87.410              0.6639E+03                             0.1556E+04                             0.2391E+03
   87.420              0.6639E+03                             0.1556E+04                             0.2391E+03
   87.430              0.6639E+03                             0.1556E+04                             0.2391E+03
   87.440              0.6639E+03                             0.1556E+04                             0.2391E+03
   87.450              0.6639E+03                             0.1556E+04                             0.2391E+03
   87.460              0.6639E+03                             0.1556E+04                             0.2391E+03
   87.470              0.6639E+03                             0.1556E+04                             0.2391E+03
   87.480              0.6639E+03                             0.1556E+04                             0.2391E+03
   87.490              0.6640E+03                             0.1556E+04                             0.2391E+03
   87.500              0.6640E+03                             0.1556E+04                             0.2391E+03
   87.510              0.6640E+03                             0.1556E+04                             0.2391E+03
   87.520              0.6640E+03                             0.1556E+04                             0.2391E+03
   87.530              0.6640E+03                             0.1556E+04                             0.2391E+03
   87.540              0.6640E+03                             0.1556E+04                             0.2391E+03
   87.550              0.6640E+03                             0.1556E+04                             0.2391E+03
   87.560              0.6640E+03                             0.1556E+04                             0.2391E+03
   87.570              0.6641E+03                             0.1556E+04                             0.2392E+03
   87.580              0.6641E+03                             0.1556E+04                             0.2392E+03
   87.590              0.6641E+03                             0.1556E+04                             0.2392E+03
   87.600              0.6641E+03                             0.1556E+04                             0.2392E+03
   87.610              0.6641E+03                             0.1556E+04                             0.2392E+03
   87.620              0.6641E+03                             0.1557E+04                             0.2392E+03
   87.630              0.6641E+03                             0.1557E+04                             0.2392E+03
   87.640              0.6641E+03                             0.1557E+04                             0.2392E+03
   87.650              0.6641E+03                             0.1557E+04                             0.2392E+03
   87.660              0.6642E+03                             0.1557E+04                             0.2392E+03
   87.670              0.6642E+03                             0.1557E+04                             0.2392E+03
   87.680              0.6642E+03                             0.1557E+04                             0.2392E+03
   87.690              0.6642E+03                             0.1557E+04                             0.2392E+03
   87.700              0.6642E+03                             0.1557E+04                             0.2392E+03
   87.710              0.6642E+03                             0.1557E+04                             0.2392E+03
   87.720              0.6642E+03                             0.1557E+04                             0.2392E+03
   87.730              0.6642E+03                             0.1557E+04                             0.2392E+03
   87.740              0.6643E+03                             0.1557E+04                             0.2392E+03
   87.750              0.6643E+03                             0.1557E+04                             0.2392E+03
   87.760              0.6643E+03                             0.1557E+04                             0.2392E+03
   87.770              0.6643E+03                             0.1557E+04                             0.2392E+03
   87.780              0.6643E+03                             0.1557E+04                             0.2392E+03
   87.790              0.6643E+03                             0.1557E+04                             0.2392E+03
   87.800              0.6643E+03                             0.1557E+04                             0.2393E+03
   87.810              0.6643E+03                             0.1557E+04                             0.2393E+03
   87.820              0.6644E+03                             0.1557E+04                             0.2393E+03
   87.830              0.6644E+03                             0.1557E+04                             0.2393E+03
   87.840              0.6644E+03                             0.1557E+04                             0.2393E+03
   87.850              0.6644E+03                             0.1557E+04                             0.2393E+03
   87.860              0.6644E+03                             0.1557E+04                             0.2393E+03
   87.870              0.6644E+03                             0.1557E+04                             0.2393E+03
   87.880              0.6644E+03                             0.1557E+04                             0.2393E+03
   87.890              0.6644E+03                             0.1557E+04                             0.2393E+03
   87.900              0.6644E+03                             0.1557E+04                             0.2393E+03
   87.910              0.6645E+03                             0.1557E+04                             0.2393E+03
   87.920              0.6645E+03                             0.1557E+04                             0.2393E+03
   87.930              0.6645E+03                             0.1557E+04                             0.2393E+03
   87.940              0.6645E+03                             0.1557E+04                             0.2393E+03
   87.950              0.6645E+03                             0.1557E+04                             0.2393E+03
   87.960              0.6645E+03                             0.1557E+04                             0.2393E+03
   87.970              0.6645E+03                             0.1558E+04                             0.2393E+03
   87.980              0.6645E+03                             0.1558E+04                             0.2393E+03
   87.990              0.6646E+03                             0.1558E+04                             0.2393E+03
   88.000              0.6646E+03                             0.1558E+04                             0.2393E+03
   88.010              0.6646E+03                             0.1558E+04                             0.2393E+03
   88.020              0.6646E+03                             0.1558E+04                             0.2393E+03
   88.030              0.6646E+03                             0.1558E+04                             0.2394E+03
   88.040              0.6646E+03                             0.1558E+04                             0.2394E+03
   88.050              0.6646E+03                             0.1558E+04                             0.2394E+03
   88.060              0.6646E+03                             0.1558E+04                             0.2394E+03
   88.070              0.6647E+03                             0.1558E+04                             0.2394E+03
   88.080              0.6647E+03                             0.1558E+04                             0.2394E+03
   88.090              0.6647E+03                             0.1558E+04                             0.2394E+03
   88.100              0.6647E+03                             0.1558E+04                             0.2394E+03
   88.110              0.6647E+03                             0.1558E+04                             0.2394E+03
   88.120              0.6647E+03                             0.1558E+04                             0.2394E+03
   88.130              0.6647E+03                             0.1558E+04                             0.2394E+03
   88.140              0.6647E+03                             0.1558E+04                             0.2394E+03
   88.150              0.6648E+03                             0.1558E+04                             0.2394E+03
   88.160              0.6648E+03                             0.1558E+04                             0.2394E+03
   88.170              0.6648E+03                             0.1558E+04                             0.2394E+03
   88.180              0.6648E+03                             0.1558E+04                             0.2394E+03
   88.190              0.6648E+03                             0.1558E+04                             0.2394E+03
   88.200              0.6648E+03                             0.1558E+04                             0.2394E+03
   88.210              0.6648E+03                             0.1558E+04                             0.2394E+03
   88.220              0.6648E+03                             0.1558E+04                             0.2394E+03
   88.230              0.6648E+03                             0.1558E+04                             0.2394E+03
   88.240              0.6649E+03                             0.1558E+04                             0.2394E+03
   88.250              0.6649E+03                             0.1558E+04                             0.2394E+03
   88.260              0.6649E+03                             0.1558E+04                             0.2395E+03
   88.270              0.6649E+03                             0.1558E+04                             0.2395E+03
   88.280              0.6649E+03                             0.1558E+04                             0.2395E+03
   88.290              0.6649E+03                             0.1558E+04                             0.2395E+03
   88.300              0.6649E+03                             0.1558E+04                             0.2395E+03
   88.310              0.6649E+03                             0.1558E+04                             0.2395E+03
   88.320              0.6650E+03                             0.1558E+04                             0.2395E+03
   88.330              0.6650E+03                             0.1559E+04                             0.2395E+03
   88.340              0.6650E+03                             0.1559E+04                             0.2395E+03
   88.350              0.6650E+03                             0.1559E+04                             0.2395E+03
   88.360              0.6650E+03                             0.1559E+04                             0.2395E+03
   88.370              0.6650E+03                             0.1559E+04                             0.2395E+03
   88.380              0.6650E+03                             0.1559E+04                             0.2395E+03
   88.390              0.6650E+03                             0.1559E+04                             0.2395E+03
   88.400              0.6650E+03                             0.1559E+04                             0.2395E+03
   88.410              0.6651E+03                             0.1559E+04                             0.2395E+03
   88.420              0.6651E+03                             0.1559E+04                             0.2395E+03
   88.430              0.6651E+03                             0.1559E+04                             0.2395E+03
   88.440              0.6651E+03                             0.1559E+04                             0.2395E+03
   88.450              0.6651E+03                             0.1559E+04                             0.2395E+03
   88.460              0.6651E+03                             0.1559E+04                             0.2395E+03
   88.470              0.6651E+03                             0.1559E+04                             0.2395E+03
   88.480              0.6651E+03                             0.1559E+04                             0.2395E+03
   88.490              0.6652E+03                             0.1559E+04                             0.2396E+03
   88.500              0.6652E+03                             0.1559E+04                             0.2396E+03
   88.510              0.6652E+03                             0.1559E+04                             0.2396E+03
   88.520              0.6652E+03                             0.1559E+04                             0.2396E+03
   88.530              0.6652E+03                             0.1559E+04                             0.2396E+03
   88.540              0.6652E+03                             0.1559E+04                             0.2396E+03
   88.550              0.6652E+03                             0.1559E+04                             0.2396E+03
   88.560              0.6652E+03                             0.1559E+04                             0.2396E+03
   88.570              0.6653E+03                             0.1559E+04                             0.2396E+03
   88.580              0.6653E+03                             0.1559E+04                             0.2396E+03
   88.590              0.6653E+03                             0.1559E+04                             0.2396E+03
   88.600              0.6653E+03                             0.1559E+04                             0.2396E+03
   88.610              0.6653E+03                             0.1559E+04                             0.2396E+03
   88.620              0.6653E+03                             0.1559E+04                             0.2396E+03
   88.630              0.6653E+03                             0.1559E+04                             0.2396E+03
   88.640              0.6653E+03                             0.1559E+04                             0.2396E+03
   88.650              0.6653E+03                             0.1559E+04                             0.2396E+03
   88.660              0.6654E+03                             0.1559E+04                             0.2396E+03
   88.670              0.6654E+03                             0.1559E+04                             0.2396E+03
   88.680              0.6654E+03                             0.1559E+04                             0.2396E+03
   88.690              0.6654E+03                             0.1560E+04                             0.2396E+03
   88.700              0.6654E+03                             0.1560E+04                             0.2396E+03
   88.710              0.6654E+03                             0.1560E+04                             0.2396E+03
   88.720              0.6654E+03                             0.1560E+04                             0.2397E+03
   88.730              0.6654E+03                             0.1560E+04                             0.2397E+03
   88.740              0.6655E+03                             0.1560E+04                             0.2397E+03
   88.750              0.6655E+03                             0.1560E+04                             0.2397E+03
   88.760              0.6655E+03                             0.1560E+04                             0.2397E+03
   88.770              0.6655E+03                             0.1560E+04                             0.2397E+03
   88.780              0.6655E+03                             0.1560E+04                             0.2397E+03
   88.790              0.6655E+03                             0.1560E+04                             0.2397E+03
   88.800              0.6655E+03                             0.1560E+04                             0.2397E+03
   88.810              0.6655E+03                             0.1560E+04                             0.2397E+03
   88.820              0.6656E+03                             0.1560E+04                             0.2397E+03
   88.830              0.6656E+03                             0.1560E+04                             0.2397E+03
   88.840              0.6656E+03                             0.1560E+04                             0.2397E+03
   88.850              0.6656E+03                             0.1560E+04                             0.2397E+03
   88.860              0.6656E+03                             0.1560E+04                             0.2397E+03
   88.870              0.6656E+03                             0.1560E+04                             0.2397E+03
   88.880              0.6656E+03                             0.1560E+04                             0.2397E+03
   88.890              0.6656E+03                             0.1560E+04                             0.2397E+03
   88.900              0.6656E+03                             0.1560E+04                             0.2397E+03
   88.910              0.6657E+03                             0.1560E+04                             0.2397E+03
   88.920              0.6657E+03                             0.1560E+04                             0.2397E+03
   88.930              0.6657E+03                             0.1560E+04                             0.2397E+03
   88.940              0.6657E+03                             0.1560E+04                             0.2397E+03
   88.950              0.6657E+03                             0.1560E+04                             0.2397E+03
   88.960              0.6657E+03                             0.1560E+04                             0.2398E+03
   88.970              0.6657E+03                             0.1560E+04                             0.2398E+03
   88.980              0.6657E+03                             0.1560E+04                             0.2398E+03
   88.990              0.6658E+03                             0.1560E+04                             0.2398E+03
   89.000              0.6658E+03                             0.1560E+04                             0.2398E+03
   89.010              0.6658E+03                             0.1560E+04                             0.2398E+03
   89.020              0.6658E+03                             0.1560E+04                             0.2398E+03
   89.030              0.6658E+03                             0.1560E+04                             0.2398E+03
   89.040              0.6658E+03                             0.1561E+04                             0.2398E+03
   89.050              0.6658E+03                             0.1561E+04                             0.2398E+03
   89.060              0.6658E+03                             0.1561E+04                             0.2398E+03
   89.070              0.6658E+03                             0.1561E+04                             0.2398E+03
   89.080              0.6659E+03                             0.1561E+04                             0.2398E+03
   89.090              0.6659E+03                             0.1561E+04                             0.2398E+03
   89.100              0.6659E+03                             0.1561E+04                             0.2398E+03
   89.110              0.6659E+03                             0.1561E+04                             0.2398E+03
   89.120              0.6659E+03                             0.1561E+04                             0.2398E+03
   89.130              0.6659E+03                             0.1561E+04                             0.2398E+03
   89.140              0.6659E+03                             0.1561E+04                             0.2398E+03
   89.150              0.6659E+03                             0.1561E+04                             0.2398E+03
   89.160              0.6660E+03                             0.1561E+04                             0.2398E+03
   89.170              0.6660E+03                             0.1561E+04                             0.2398E+03
   89.180              0.6660E+03                             0.1561E+04                             0.2398E+03
   89.190              0.6660E+03                             0.1561E+04                             0.2399E+03
   89.200              0.6660E+03                             0.1561E+04                             0.2399E+03
   89.210              0.6660E+03                             0.1561E+04                             0.2399E+03
   89.220              0.6660E+03                             0.1561E+04                             0.2399E+03
   89.230              0.6660E+03                             0.1561E+04                             0.2399E+03
   89.240              0.6661E+03                             0.1561E+04                             0.2399E+03
   89.250              0.6661E+03                             0.1561E+04                             0.2399E+03
   89.260              0.6661E+03                             0.1561E+04                             0.2399E+03
   89.270              0.6661E+03                             0.1561E+04                             0.2399E+03
   89.280              0.6661E+03                             0.1561E+04                             0.2399E+03
   89.290              0.6661E+03                             0.1561E+04                             0.2399E+03
   89.300              0.6661E+03                             0.1561E+04                             0.2399E+03
   89.310              0.6661E+03                             0.1561E+04                             0.2399E+03
   89.320              0.6661E+03                             0.1561E+04                             0.2399E+03
   89.330              0.6662E+03                             0.1561E+04                             0.2399E+03
   89.340              0.6662E+03                             0.1561E+04                             0.2399E+03
   89.350              0.6662E+03                             0.1561E+04                             0.2399E+03
   89.360              0.6662E+03                             0.1561E+04                             0.2399E+03
   89.370              0.6662E+03                             0.1561E+04                             0.2399E+03
   89.380              0.6662E+03                             0.1561E+04                             0.2399E+03
   89.390              0.6662E+03                             0.1561E+04                             0.2399E+03
   89.400              0.6662E+03                             0.1562E+04                             0.2399E+03
   89.410              0.6663E+03                             0.1562E+04                             0.2399E+03
   89.420              0.6663E+03                             0.1562E+04                             0.2400E+03
   89.430              0.6663E+03                             0.1562E+04                             0.2400E+03
   89.440              0.6663E+03                             0.1562E+04                             0.2400E+03
   89.450              0.6663E+03                             0.1562E+04                             0.2400E+03
   89.460              0.6663E+03                             0.1562E+04                             0.2400E+03
   89.470              0.6663E+03                             0.1562E+04                             0.2400E+03
   89.480              0.6663E+03                             0.1562E+04                             0.2400E+03
   89.490              0.6663E+03                             0.1562E+04                             0.2400E+03
   89.500              0.6664E+03                             0.1562E+04                             0.2400E+03
   89.510              0.6664E+03                             0.1562E+04                             0.2400E+03
   89.520              0.6664E+03                             0.1562E+04                             0.2400E+03
   89.530              0.6664E+03                             0.1562E+04                             0.2400E+03
   89.540              0.6664E+03                             0.1562E+04                             0.2400E+03
   89.550              0.6664E+03                             0.1562E+04                             0.2400E+03
   89.560              0.6664E+03                             0.1562E+04                             0.2400E+03
   89.570              0.6664E+03                             0.1562E+04                             0.2400E+03
   89.580              0.6665E+03                             0.1562E+04                             0.2400E+03
   89.590              0.6665E+03                             0.1562E+04                             0.2400E+03
   89.600              0.6665E+03                             0.1562E+04                             0.2400E+03
   89.610              0.6665E+03                             0.1562E+04                             0.2400E+03
   89.620              0.6665E+03                             0.1562E+04                             0.2400E+03
   89.630              0.6665E+03                             0.1562E+04                             0.2400E+03
   89.640              0.6665E+03                             0.1562E+04                             0.2400E+03
   89.650              0.6665E+03                             0.1562E+04                             0.2400E+03
   89.660              0.6665E+03                             0.1562E+04                             0.2401E+03
   89.670              0.6666E+03                             0.1562E+04                             0.2401E+03
   89.680              0.6666E+03                             0.1562E+04                             0.2401E+03
   89.690              0.6666E+03                             0.1562E+04                             0.2401E+03
   89.700              0.6666E+03                             0.1562E+04                             0.2401E+03
   89.710              0.6666E+03                             0.1562E+04                             0.2401E+03
   89.720              0.6666E+03                             0.1562E+04                             0.2401E+03
   89.730              0.6666E+03                             0.1562E+04                             0.2401E+03
   89.740              0.6666E+03                             0.1562E+04                             0.2401E+03
   89.750              0.6667E+03                             0.1562E+04                             0.2401E+03
   89.760              0.6667E+03                             0.1562E+04                             0.2401E+03
   89.770              0.6667E+03                             0.1563E+04                             0.2401E+03
   89.780              0.6667E+03                             0.1563E+04                             0.2401E+03
   89.790              0.6667E+03                             0.1563E+04                             0.2401E+03
   89.800              0.6667E+03                             0.1563E+04                             0.2401E+03
   89.810              0.6667E+03                             0.1563E+04                             0.2401E+03
   89.820              0.6667E+03                             0.1563E+04                             0.2401E+03
   89.830              0.6667E+03                             0.1563E+04                             0.2401E+03
   89.840              0.6668E+03                             0.1563E+04                             0.2401E+03
   89.850              0.6668E+03                             0.1563E+04                             0.2401E+03
   89.860              0.6668E+03                             0.1563E+04                             0.2401E+03
   89.870              0.6668E+03                             0.1563E+04                             0.2401E+03
   89.880              0.6668E+03                             0.1563E+04                             0.2401E+03
   89.890              0.6668E+03                             0.1563E+04                             0.2402E+03
   89.900              0.6668E+03                             0.1563E+04                             0.2402E+03
   89.910              0.6668E+03                             0.1563E+04                             0.2402E+03
   89.920              0.6669E+03                             0.1563E+04                             0.2402E+03
   89.930              0.6669E+03                             0.1563E+04                             0.2402E+03
   89.940              0.6669E+03                             0.1563E+04                             0.2402E+03
   89.950              0.6669E+03                             0.1563E+04                             0.2402E+03
   89.960              0.6669E+03                             0.1563E+04                             0.2402E+03
   89.970              0.6669E+03                             0.1563E+04                             0.2402E+03
   89.980              0.6669E+03                             0.1563E+04                             0.2402E+03
   89.990              0.6669E+03                             0.1563E+04                             0.2402E+03
   90.000              0.6669E+03                             0.1563E+04                             0.2402E+03
   90.010              0.6670E+03                             0.1563E+04                             0.2402E+03
   90.020              0.6670E+03                             0.1563E+04                             0.2402E+03
   90.030              0.6670E+03                             0.1563E+04                             0.2402E+03
   90.040              0.6670E+03                             0.1563E+04                             0.2402E+03
   90.050              0.6670E+03                             0.1563E+04                             0.2402E+03
   90.060              0.6670E+03                             0.1563E+04                             0.2402E+03
